VCC,V,C1,C1 Manner,C2,C2 Manner,SSP Status,Sonority Difference
UBSH,U,B,Plosive,SH,Fricative,Violate,1
ABZH,A,B,Plosive,ZH,Fricative,Violate,1
EBZH,E,B,Plosive,ZH,Fricative,Violate,1
IBZH,I,B,Plosive,ZH,Fricative,Violate,1
OBZH,O,B,Plosive,ZH,Fricative,Violate,1
UBZH,U,B,Plosive,ZH,Fricative,Violate,1
ABH,A,B,Plosive,H,Fricative,Violate,1
EBH,E,B,Plosive,H,Fricative,Violate,1
IBH,I,B,Plosive,H,Fricative,Violate,1
OBH,O,B,Plosive,H,Fricative,Violate,1
UBH,U,B,Plosive,H,Fricative,Violate,1
ABCH,A,B,Plosive,CH,Affricate,Violate,2
EBCH,E,B,Plosive,CH,Affricate,Violate,2
IBCH,I,B,Plosive,CH,Affricate,Violate,2
OBCH,O,B,Plosive,CH,Affricate,Violate,2
UBCH,U,B,Plosive,CH,Affricate,Violate,2
ABJH,A,B,Plosive,JH,Affricate,Violate,2
EBJH,E,B,Plosive,JH,Affricate,Violate,2
IBJH,I,B,Plosive,JH,Affricate,Violate,2
OBJH,O,B,Plosive,JH,Affricate,Violate,2
UBJH,U,B,Plosive,JH,Affricate,Violate,2
ABM,A,B,Plosive,M,Nasal,Violate,3
EBM,E,B,Plosive,M,Nasal,Violate,3
IBM,I,B,Plosive,M,Nasal,Violate,3
OBM,O,B,Plosive,M,Nasal,Violate,3
UBM,U,B,Plosive,M,Nasal,Violate,3
ABN,A,B,Plosive,N,Nasal,Violate,3
EBN,E,B,Plosive,N,Nasal,Violate,3
IBN,I,B,Plosive,N,Nasal,Violate,3
OBN,O,B,Plosive,N,Nasal,Violate,3
UBN,U,B,Plosive,N,Nasal,Violate,3
ABNG,A,B,Plosive,NG,Nasal,Violate,3
EBNG,E,B,Plosive,NG,Nasal,Violate,3
IBNG,I,B,Plosive,NG,Nasal,Violate,3
OBNG,O,B,Plosive,NG,Nasal,Violate,3
UBNG,U,B,Plosive,NG,Nasal,Violate,3
ABL,A,B,Plosive,L,Liquid,Violate,4
EBL,E,B,Plosive,L,Liquid,Violate,4
IBL,I,B,Plosive,L,Liquid,Violate,4
OBL,O,B,Plosive,L,Liquid,Violate,4
UBL,U,B,Plosive,L,Liquid,Violate,4
ABR,A,B,Plosive,R,Liquid,Violate,4
EBR,E,B,Plosive,R,Liquid,Violate,4
IBR,I,B,Plosive,R,Liquid,Violate,4
OBR,O,B,Plosive,R,Liquid,Violate,4
UBR,U,B,Plosive,R,Liquid,Violate,4
ABY,A,B,Plosive,Y,Glide,Violate,5
EBY,E,B,Plosive,Y,Glide,Violate,5
IBY,I,B,Plosive,Y,Glide,Violate,5
OBY,O,B,Plosive,Y,Glide,Violate,5
UBY,U,B,Plosive,Y,Glide,Violate,5
ABW,A,B,Plosive,W,Glide,Violate,5
EBW,E,B,Plosive,W,Glide,Violate,5
IBW,I,B,Plosive,W,Glide,Violate,5
OBW,O,B,Plosive,W,Glide,Violate,5
UBW,U,B,Plosive,W,Glide,Violate,5
ATP,A,T,Plosive,P,Plosive,Violate,0
ETP,E,T,Plosive,P,Plosive,Violate,0
ITP,I,T,Plosive,P,Plosive,Violate,0
OTP,O,T,Plosive,P,Plosive,Violate,0
UTP,U,T,Plosive,P,Plosive,Violate,0
ATB,A,T,Plosive,B,Plosive,Violate,0
ETB,E,T,Plosive,B,Plosive,Violate,0
ITB,I,T,Plosive,B,Plosive,Violate,0
OTB,O,T,Plosive,B,Plosive,Violate,0
UTB,U,T,Plosive,B,Plosive,Violate,0
ATD,A,T,Plosive,D,Plosive,Violate,0
ETD,E,T,Plosive,D,Plosive,Violate,0
ITD,I,T,Plosive,D,Plosive,Violate,0
OTD,O,T,Plosive,D,Plosive,Violate,0
UTD,U,T,Plosive,D,Plosive,Violate,0
ATK,A,T,Plosive,K,Plosive,Violate,0
ETK,E,T,Plosive,K,Plosive,Violate,0
ITK,I,T,Plosive,K,Plosive,Violate,0
OTK,O,T,Plosive,K,Plosive,Violate,0
UTK,U,T,Plosive,K,Plosive,Violate,0
ATG,A,T,Plosive,G,Plosive,Violate,0
ETG,E,T,Plosive,G,Plosive,Violate,0
ITG,I,T,Plosive,G,Plosive,Violate,0
OTG,O,T,Plosive,G,Plosive,Violate,0
UTG,U,T,Plosive,G,Plosive,Violate,0
ATQ,A,T,Plosive,Q,Plosive,Violate,0
ETQ,E,T,Plosive,Q,Plosive,Violate,0
ITQ,I,T,Plosive,Q,Plosive,Violate,0
OTQ,O,T,Plosive,Q,Plosive,Violate,0
UTQ,U,T,Plosive,Q,Plosive,Violate,0
ATF,A,T,Plosive,F,Fricative,Violate,1
ETF,E,T,Plosive,F,Fricative,Violate,1
ITF,I,T,Plosive,F,Fricative,Violate,1
OTF,O,T,Plosive,F,Fricative,Violate,1
UTF,U,T,Plosive,F,Fricative,Violate,1
ATV,A,T,Plosive,V,Fricative,Violate,1
ETV,E,T,Plosive,V,Fricative,Violate,1
ITV,I,T,Plosive,V,Fricative,Violate,1
OTV,O,T,Plosive,V,Fricative,Violate,1
UTV,U,T,Plosive,V,Fricative,Violate,1
ATTH,A,T,Plosive,TH,Fricative,Violate,1
ETTH,E,T,Plosive,TH,Fricative,Violate,1
ITTH,I,T,Plosive,TH,Fricative,Violate,1
OTTH,O,T,Plosive,TH,Fricative,Violate,1
UTTH,U,T,Plosive,TH,Fricative,Violate,1
ATDH,A,T,Plosive,DH,Fricative,Violate,1
ETDH,E,T,Plosive,DH,Fricative,Violate,1
ITDH,I,T,Plosive,DH,Fricative,Violate,1
OTDH,O,T,Plosive,DH,Fricative,Violate,1
UTDH,U,T,Plosive,DH,Fricative,Violate,1
ATS,A,T,Plosive,S,Fricative,Violate,1
ETS,E,T,Plosive,S,Fricative,Violate,1
ITS,I,T,Plosive,S,Fricative,Violate,1
OTS,O,T,Plosive,S,Fricative,Violate,1
UTS,U,T,Plosive,S,Fricative,Violate,1
ATZ,A,T,Plosive,Z,Fricative,Violate,1
ETZ,E,T,Plosive,Z,Fricative,Violate,1
ITZ,I,T,Plosive,Z,Fricative,Violate,1
OTZ,O,T,Plosive,Z,Fricative,Violate,1
UTZ,U,T,Plosive,Z,Fricative,Violate,1
ATSH,A,T,Plosive,SH,Fricative,Violate,1
ETSH,E,T,Plosive,SH,Fricative,Violate,1
ITSH,I,T,Plosive,SH,Fricative,Violate,1
OTSH,O,T,Plosive,SH,Fricative,Violate,1
UTSH,U,T,Plosive,SH,Fricative,Violate,1
ATZH,A,T,Plosive,ZH,Fricative,Violate,1
ETZH,E,T,Plosive,ZH,Fricative,Violate,1
ITZH,I,T,Plosive,ZH,Fricative,Violate,1
OTZH,O,T,Plosive,ZH,Fricative,Violate,1
UTZH,U,T,Plosive,ZH,Fricative,Violate,1
ATH,A,T,Plosive,H,Fricative,Violate,1
ETH,E,T,Plosive,H,Fricative,Violate,1
ITH,I,T,Plosive,H,Fricative,Violate,1
OTH,O,T,Plosive,H,Fricative,Violate,1
UTH,U,T,Plosive,H,Fricative,Violate,1
ATCH,A,T,Plosive,CH,Affricate,Violate,2
ETCH,E,T,Plosive,CH,Affricate,Violate,2
ITCH,I,T,Plosive,CH,Affricate,Violate,2
OTCH,O,T,Plosive,CH,Affricate,Violate,2
UTCH,U,T,Plosive,CH,Affricate,Violate,2
ATJH,A,T,Plosive,JH,Affricate,Violate,2
ETJH,E,T,Plosive,JH,Affricate,Violate,2
ITJH,I,T,Plosive,JH,Affricate,Violate,2
OTJH,O,T,Plosive,JH,Affricate,Violate,2
UTJH,U,T,Plosive,JH,Affricate,Violate,2
ATM,A,T,Plosive,M,Nasal,Violate,3
ETM,E,T,Plosive,M,Nasal,Violate,3
ITM,I,T,Plosive,M,Nasal,Violate,3
OTM,O,T,Plosive,M,Nasal,Violate,3
UTM,U,T,Plosive,M,Nasal,Violate,3
ATN,A,T,Plosive,N,Nasal,Violate,3
ETN,E,T,Plosive,N,Nasal,Violate,3
ITN,I,T,Plosive,N,Nasal,Violate,3
OTN,O,T,Plosive,N,Nasal,Violate,3
UTN,U,T,Plosive,N,Nasal,Violate,3
ATNG,A,T,Plosive,NG,Nasal,Violate,3
ETNG,E,T,Plosive,NG,Nasal,Violate,3
ITNG,I,T,Plosive,NG,Nasal,Violate,3
OTNG,O,T,Plosive,NG,Nasal,Violate,3
UTNG,U,T,Plosive,NG,Nasal,Violate,3
ATL,A,T,Plosive,L,Liquid,Violate,4
ETL,E,T,Plosive,L,Liquid,Violate,4
ITL,I,T,Plosive,L,Liquid,Violate,4
OTL,O,T,Plosive,L,Liquid,Violate,4
UTL,U,T,Plosive,L,Liquid,Violate,4
ATR,A,T,Plosive,R,Liquid,Violate,4
ETR,E,T,Plosive,R,Liquid,Violate,4
ITR,I,T,Plosive,R,Liquid,Violate,4
OTR,O,T,Plosive,R,Liquid,Violate,4
UTR,U,T,Plosive,R,Liquid,Violate,4
ATY,A,T,Plosive,Y,Glide,Violate,5
ETY,E,T,Plosive,Y,Glide,Violate,5
ITY,I,T,Plosive,Y,Glide,Violate,5
OTY,O,T,Plosive,Y,Glide,Violate,5
UTY,U,T,Plosive,Y,Glide,Violate,5
ATW,A,T,Plosive,W,Glide,Violate,5
ETW,E,T,Plosive,W,Glide,Violate,5
ITW,I,T,Plosive,W,Glide,Violate,5
OTW,O,T,Plosive,W,Glide,Violate,5
UTW,U,T,Plosive,W,Glide,Violate,5
ADP,A,D,Plosive,P,Plosive,Violate,0
EDP,E,D,Plosive,P,Plosive,Violate,0
IDP,I,D,Plosive,P,Plosive,Violate,0
ODP,O,D,Plosive,P,Plosive,Violate,0
UDP,U,D,Plosive,P,Plosive,Violate,0
ADB,A,D,Plosive,B,Plosive,Violate,0
EDB,E,D,Plosive,B,Plosive,Violate,0
IDB,I,D,Plosive,B,Plosive,Violate,0
ODB,O,D,Plosive,B,Plosive,Violate,0
UDB,U,D,Plosive,B,Plosive,Violate,0
ADT,A,D,Plosive,T,Plosive,Violate,0
EDT,E,D,Plosive,T,Plosive,Violate,0
IDT,I,D,Plosive,T,Plosive,Violate,0
ODT,O,D,Plosive,T,Plosive,Violate,0
UDT,U,D,Plosive,T,Plosive,Violate,0
ADK,A,D,Plosive,K,Plosive,Violate,0
EDK,E,D,Plosive,K,Plosive,Violate,0
IDK,I,D,Plosive,K,Plosive,Violate,0
ODK,O,D,Plosive,K,Plosive,Violate,0
UDK,U,D,Plosive,K,Plosive,Violate,0
ADG,A,D,Plosive,G,Plosive,Violate,0
EDG,E,D,Plosive,G,Plosive,Violate,0
IDG,I,D,Plosive,G,Plosive,Violate,0
ODG,O,D,Plosive,G,Plosive,Violate,0
UDG,U,D,Plosive,G,Plosive,Violate,0
ADQ,A,D,Plosive,Q,Plosive,Violate,0
EDQ,E,D,Plosive,Q,Plosive,Violate,0
IDQ,I,D,Plosive,Q,Plosive,Violate,0
ODQ,O,D,Plosive,Q,Plosive,Violate,0
UDQ,U,D,Plosive,Q,Plosive,Violate,0
ADF,A,D,Plosive,F,Fricative,Violate,1
EDF,E,D,Plosive,F,Fricative,Violate,1
IDF,I,D,Plosive,F,Fricative,Violate,1
ODF,O,D,Plosive,F,Fricative,Violate,1
UDF,U,D,Plosive,F,Fricative,Violate,1
ADV,A,D,Plosive,V,Fricative,Violate,1
EDV,E,D,Plosive,V,Fricative,Violate,1
IDV,I,D,Plosive,V,Fricative,Violate,1
ODV,O,D,Plosive,V,Fricative,Violate,1
UDV,U,D,Plosive,V,Fricative,Violate,1
ADTH,A,D,Plosive,TH,Fricative,Violate,1
EDTH,E,D,Plosive,TH,Fricative,Violate,1
IDTH,I,D,Plosive,TH,Fricative,Violate,1
ODTH,O,D,Plosive,TH,Fricative,Violate,1
UDTH,U,D,Plosive,TH,Fricative,Violate,1
ADDH,A,D,Plosive,DH,Fricative,Violate,1
EDDH,E,D,Plosive,DH,Fricative,Violate,1
IDDH,I,D,Plosive,DH,Fricative,Violate,1
ODDH,O,D,Plosive,DH,Fricative,Violate,1
UDDH,U,D,Plosive,DH,Fricative,Violate,1
ADS,A,D,Plosive,S,Fricative,Violate,1
EDS,E,D,Plosive,S,Fricative,Violate,1
IDS,I,D,Plosive,S,Fricative,Violate,1
ODS,O,D,Plosive,S,Fricative,Violate,1
UDS,U,D,Plosive,S,Fricative,Violate,1
ADZ,A,D,Plosive,Z,Fricative,Violate,1
EDZ,E,D,Plosive,Z,Fricative,Violate,1
IDZ,I,D,Plosive,Z,Fricative,Violate,1
ODZ,O,D,Plosive,Z,Fricative,Violate,1
UDZ,U,D,Plosive,Z,Fricative,Violate,1
ADSH,A,D,Plosive,SH,Fricative,Violate,1
EDSH,E,D,Plosive,SH,Fricative,Violate,1
IDSH,I,D,Plosive,SH,Fricative,Violate,1
ODSH,O,D,Plosive,SH,Fricative,Violate,1
UDSH,U,D,Plosive,SH,Fricative,Violate,1
ADZH,A,D,Plosive,ZH,Fricative,Violate,1
EDZH,E,D,Plosive,ZH,Fricative,Violate,1
IDZH,I,D,Plosive,ZH,Fricative,Violate,1
ODZH,O,D,Plosive,ZH,Fricative,Violate,1
UDZH,U,D,Plosive,ZH,Fricative,Violate,1
ADH,A,D,Plosive,H,Fricative,Violate,1
EDH,E,D,Plosive,H,Fricative,Violate,1
IDH,I,D,Plosive,H,Fricative,Violate,1
ODH,O,D,Plosive,H,Fricative,Violate,1
UDH,U,D,Plosive,H,Fricative,Violate,1
ADCH,A,D,Plosive,CH,Affricate,Violate,2
