CCV,C1,C1 Manner,C2,C2 Manner,V,SSP Status,Sonority Difference
SHZHU,SH,Fricative,ZH,Fricative,U,Violate,0
SHHA,SH,Fricative,H,Fricative,A,Violate,0
SHHE,SH,Fricative,H,Fricative,E,Violate,0
SHHI,SH,Fricative,H,Fricative,I,Violate,0
SHHO,SH,Fricative,H,Fricative,O,Violate,0
SHHU,SH,Fricative,H,Fricative,U,Violate,0
ZHPA,ZH,Fricative,P,Plosive,A,Violate,-1
ZHPE,ZH,Fricative,P,Plosive,E,Violate,-1
ZHPI,ZH,Fricative,P,Plosive,I,Violate,-1
ZHPO,ZH,Fricative,P,Plosive,O,Violate,-1
ZHPU,ZH,Fricative,P,Plosive,U,Violate,-1
ZHBA,ZH,Fricative,B,Plosive,A,Violate,-1
ZHBE,ZH,Fricative,B,Plosive,E,Violate,-1
ZHBI,ZH,Fricative,B,Plosive,I,Violate,-1
ZHBO,ZH,Fricative,B,Plosive,O,Violate,-1
ZHBU,ZH,Fricative,B,Plosive,U,Violate,-1
ZHTA,ZH,Fricative,T,Plosive,A,Violate,-1
ZHTE,ZH,Fricative,T,Plosive,E,Violate,-1
ZHTI,ZH,Fricative,T,Plosive,I,Violate,-1
ZHTO,ZH,Fricative,T,Plosive,O,Violate,-1
ZHTU,ZH,Fricative,T,Plosive,U,Violate,-1
ZHDA,ZH,Fricative,D,Plosive,A,Violate,-1
ZHDE,ZH,Fricative,D,Plosive,E,Violate,-1
ZHDI,ZH,Fricative,D,Plosive,I,Violate,-1
ZHDO,ZH,Fricative,D,Plosive,O,Violate,-1
ZHDU,ZH,Fricative,D,Plosive,U,Violate,-1
ZHKA,ZH,Fricative,K,Plosive,A,Violate,-1
ZHKE,ZH,Fricative,K,Plosive,E,Violate,-1
ZHKI,ZH,Fricative,K,Plosive,I,Violate,-1
ZHKO,ZH,Fricative,K,Plosive,O,Violate,-1
ZHKU,ZH,Fricative,K,Plosive,U,Violate,-1
ZHGA,ZH,Fricative,G,Plosive,A,Violate,-1
ZHGE,ZH,Fricative,G,Plosive,E,Violate,-1
ZHGI,ZH,Fricative,G,Plosive,I,Violate,-1
ZHGO,ZH,Fricative,G,Plosive,O,Violate,-1
ZHGU,ZH,Fricative,G,Plosive,U,Violate,-1
ZHQA,ZH,Fricative,Q,Plosive,A,Violate,-1
ZHQE,ZH,Fricative,Q,Plosive,E,Violate,-1
ZHQI,ZH,Fricative,Q,Plosive,I,Violate,-1
ZHQO,ZH,Fricative,Q,Plosive,O,Violate,-1
ZHQU,ZH,Fricative,Q,Plosive,U,Violate,-1
ZHFA,ZH,Fricative,F,Fricative,A,Violate,0
ZHFE,ZH,Fricative,F,Fricative,E,Violate,0
ZHFI,ZH,Fricative,F,Fricative,I,Violate,0
ZHFO,ZH,Fricative,F,Fricative,O,Violate,0
ZHFU,ZH,Fricative,F,Fricative,U,Violate,0
ZHVA,ZH,Fricative,V,Fricative,A,Violate,0
ZHVE,ZH,Fricative,V,Fricative,E,Violate,0
ZHVI,ZH,Fricative,V,Fricative,I,Violate,0
ZHVO,ZH,Fricative,V,Fricative,O,Violate,0
ZHVU,ZH,Fricative,V,Fricative,U,Violate,0
ZHTHA,ZH,Fricative,TH,Fricative,A,Violate,0
ZHTHE,ZH,Fricative,TH,Fricative,E,Violate,0
ZHTHI,ZH,Fricative,TH,Fricative,I,Violate,0
ZHTHO,ZH,Fricative,TH,Fricative,O,Violate,0
ZHTHU,ZH,Fricative,TH,Fricative,U,Violate,0
ZHDHA,ZH,Fricative,DH,Fricative,A,Violate,0
ZHDHE,ZH,Fricative,DH,Fricative,E,Violate,0
ZHDHI,ZH,Fricative,DH,Fricative,I,Violate,0
ZHDHO,ZH,Fricative,DH,Fricative,O,Violate,0
ZHDHU,ZH,Fricative,DH,Fricative,U,Violate,0
ZHSA,ZH,Fricative,S,Fricative,A,Violate,0
ZHSE,ZH,Fricative,S,Fricative,E,Violate,0
ZHSI,ZH,Fricative,S,Fricative,I,Violate,0
ZHSO,ZH,Fricative,S,Fricative,O,Violate,0
ZHSU,ZH,Fricative,S,Fricative,U,Violate,0
ZHZA,ZH,Fricative,Z,Fricative,A,Violate,0
ZHZE,ZH,Fricative,Z,Fricative,E,Violate,0
ZHZI,ZH,Fricative,Z,Fricative,I,Violate,0
ZHZO,ZH,Fricative,Z,Fricative,O,Violate,0
ZHZU,ZH,Fricative,Z,Fricative,U,Violate,0
ZHSHA,ZH,Fricative,SH,Fricative,A,Violate,0
ZHSHE,ZH,Fricative,SH,Fricative,E,Violate,0
ZHSHI,ZH,Fricative,SH,Fricative,I,Violate,0
ZHSHO,ZH,Fricative,SH,Fricative,O,Violate,0
ZHSHU,ZH,Fricative,SH,Fricative,U,Violate,0
ZHHA,ZH,Fricative,H,Fricative,A,Violate,0
ZHHE,ZH,Fricative,H,Fricative,E,Violate,0
ZHHI,ZH,Fricative,H,Fricative,I,Violate,0
ZHHO,ZH,Fricative,H,Fricative,O,Violate,0
ZHHU,ZH,Fricative,H,Fricative,U,Violate,0
HPA,H,Fricative,P,Plosive,A,Violate,-1
HPE,H,Fricative,P,Plosive,E,Violate,-1
HPI,H,Fricative,P,Plosive,I,Violate,-1
HPO,H,Fricative,P,Plosive,O,Violate,-1
HPU,H,Fricative,P,Plosive,U,Violate,-1
HBA,H,Fricative,B,Plosive,A,Violate,-1
HBE,H,Fricative,B,Plosive,E,Violate,-1
HBI,H,Fricative,B,Plosive,I,Violate,-1
HBO,H,Fricative,B,Plosive,O,Violate,-1
HBU,H,Fricative,B,Plosive,U,Violate,-1
HTA,H,Fricative,T,Plosive,A,Violate,-1
HTE,H,Fricative,T,Plosive,E,Violate,-1
HTI,H,Fricative,T,Plosive,I,Violate,-1
HTO,H,Fricative,T,Plosive,O,Violate,-1
HTU,H,Fricative,T,Plosive,U,Violate,-1
HDA,H,Fricative,D,Plosive,A,Violate,-1
HDE,H,Fricative,D,Plosive,E,Violate,-1
HDI,H,Fricative,D,Plosive,I,Violate,-1
HDO,H,Fricative,D,Plosive,O,Violate,-1
HDU,H,Fricative,D,Plosive,U,Violate,-1
HKA,H,Fricative,K,Plosive,A,Violate,-1
HKE,H,Fricative,K,Plosive,E,Violate,-1
HKI,H,Fricative,K,Plosive,I,Violate,-1
HKO,H,Fricative,K,Plosive,O,Violate,-1
HKU,H,Fricative,K,Plosive,U,Violate,-1
HGA,H,Fricative,G,Plosive,A,Violate,-1
HGE,H,Fricative,G,Plosive,E,Violate,-1
HGI,H,Fricative,G,Plosive,I,Violate,-1
HGO,H,Fricative,G,Plosive,O,Violate,-1
HGU,H,Fricative,G,Plosive,U,Violate,-1
HQA,H,Fricative,Q,Plosive,A,Violate,-1
HQE,H,Fricative,Q,Plosive,E,Violate,-1
HQI,H,Fricative,Q,Plosive,I,Violate,-1
HQO,H,Fricative,Q,Plosive,O,Violate,-1
HQU,H,Fricative,Q,Plosive,U,Violate,-1
HFA,H,Fricative,F,Fricative,A,Violate,0
HFE,H,Fricative,F,Fricative,E,Violate,0
HFI,H,Fricative,F,Fricative,I,Violate,0
HFO,H,Fricative,F,Fricative,O,Violate,0
HFU,H,Fricative,F,Fricative,U,Violate,0
HVA,H,Fricative,V,Fricative,A,Violate,0
HVE,H,Fricative,V,Fricative,E,Violate,0
HVI,H,Fricative,V,Fricative,I,Violate,0
HVO,H,Fricative,V,Fricative,O,Violate,0
HVU,H,Fricative,V,Fricative,U,Violate,0
HTHA,H,Fricative,TH,Fricative,A,Violate,0
HTHE,H,Fricative,TH,Fricative,E,Violate,0
HTHI,H,Fricative,TH,Fricative,I,Violate,0
HTHO,H,Fricative,TH,Fricative,O,Violate,0
HTHU,H,Fricative,TH,Fricative,U,Violate,0
HDHA,H,Fricative,DH,Fricative,A,Violate,0
HDHE,H,Fricative,DH,Fricative,E,Violate,0
HDHI,H,Fricative,DH,Fricative,I,Violate,0
HDHO,H,Fricative,DH,Fricative,O,Violate,0
HDHU,H,Fricative,DH,Fricative,U,Violate,0
HSA,H,Fricative,S,Fricative,A,Violate,0
HSE,H,Fricative,S,Fricative,E,Violate,0
HSI,H,Fricative,S,Fricative,I,Violate,0
HSO,H,Fricative,S,Fricative,O,Violate,0
HSU,H,Fricative,S,Fricative,U,Violate,0
HZA,H,Fricative,Z,Fricative,A,Violate,0
HZE,H,Fricative,Z,Fricative,E,Violate,0
HZI,H,Fricative,Z,Fricative,I,Violate,0
HZO,H,Fricative,Z,Fricative,O,Violate,0
HZU,H,Fricative,Z,Fricative,U,Violate,0
HSHA,H,Fricative,SH,Fricative,A,Violate,0
HSHE,H,Fricative,SH,Fricative,E,Violate,0
HSHI,H,Fricative,SH,Fricative,I,Violate,0
HSHO,H,Fricative,SH,Fricative,O,Violate,0
HSHU,H,Fricative,SH,Fricative,U,Violate,0
HZHA,H,Fricative,ZH,Fricative,A,Violate,0
HZHE,H,Fricative,ZH,Fricative,E,Violate,0
HZHI,H,Fricative,ZH,Fricative,I,Violate,0
HZHO,H,Fricative,ZH,Fricative,O,Violate,0
HZHU,H,Fricative,ZH,Fricative,U,Violate,0
CHPA,CH,Affricate,P,Plosive,A,Violate,-2
CHPE,CH,Affricate,P,Plosive,E,Violate,-2
CHPI,CH,Affricate,P,Plosive,I,Violate,-2
CHPO,CH,Affricate,P,Plosive,O,Violate,-2
CHPU,CH,Affricate,P,Plosive,U,Violate,-2
CHBA,CH,Affricate,B,Plosive,A,Violate,-2
CHBE,CH,Affricate,B,Plosive,E,Violate,-2
CHBI,CH,Affricate,B,Plosive,I,Violate,-2
CHBO,CH,Affricate,B,Plosive,O,Violate,-2
CHBU,CH,Affricate,B,Plosive,U,Violate,-2
CHTA,CH,Affricate,T,Plosive,A,Violate,-2
CHTE,CH,Affricate,T,Plosive,E,Violate,-2
CHTI,CH,Affricate,T,Plosive,I,Violate,-2
CHTO,CH,Affricate,T,Plosive,O,Violate,-2
CHTU,CH,Affricate,T,Plosive,U,Violate,-2
CHDA,CH,Affricate,D,Plosive,A,Violate,-2
CHDE,CH,Affricate,D,Plosive,E,Violate,-2
CHDI,CH,Affricate,D,Plosive,I,Violate,-2
CHDO,CH,Affricate,D,Plosive,O,Violate,-2
CHDU,CH,Affricate,D,Plosive,U,Violate,-2
CHKA,CH,Affricate,K,Plosive,A,Violate,-2
CHKE,CH,Affricate,K,Plosive,E,Violate,-2
CHKI,CH,Affricate,K,Plosive,I,Violate,-2
CHKO,CH,Affricate,K,Plosive,O,Violate,-2
CHKU,CH,Affricate,K,Plosive,U,Violate,-2
CHGA,CH,Affricate,G,Plosive,A,Violate,-2
CHGE,CH,Affricate,G,Plosive,E,Violate,-2
CHGI,CH,Affricate,G,Plosive,I,Violate,-2
CHGO,CH,Affricate,G,Plosive,O,Violate,-2
CHGU,CH,Affricate,G,Plosive,U,Violate,-2
CHQA,CH,Affricate,Q,Plosive,A,Violate,-2
CHQE,CH,Affricate,Q,Plosive,E,Violate,-2
CHQI,CH,Affricate,Q,Plosive,I,Violate,-2
CHQO,CH,Affricate,Q,Plosive,O,Violate,-2
CHQU,CH,Affricate,Q,Plosive,U,Violate,-2
CHFA,CH,Affricate,F,Fricative,A,Violate,-1
CHFE,CH,Affricate,F,Fricative,E,Violate,-1
CHFI,CH,Affricate,F,Fricative,I,Violate,-1
CHFO,CH,Affricate,F,Fricative,O,Violate,-1
CHFU,CH,Affricate,F,Fricative,U,Violate,-1
CHVA,CH,Affricate,V,Fricative,A,Violate,-1
CHVE,CH,Affricate,V,Fricative,E,Violate,-1
CHVI,CH,Affricate,V,Fricative,I,Violate,-1
CHVO,CH,Affricate,V,Fricative,O,Violate,-1
CHVU,CH,Affricate,V,Fricative,U,Violate,-1
CHTHA,CH,Affricate,TH,Fricative,A,Violate,-1
CHTHE,CH,Affricate,TH,Fricative,E,Violate,-1
CHTHI,CH,Affricate,TH,Fricative,I,Violate,-1
CHTHO,CH,Affricate,TH,Fricative,O,Violate,-1
CHTHU,CH,Affricate,TH,Fricative,U,Violate,-1
CHDHA,CH,Affricate,DH,Fricative,A,Violate,-1
CHDHE,CH,Affricate,DH,Fricative,E,Violate,-1
CHDHI,CH,Affricate,DH,Fricative,I,Violate,-1
CHDHO,CH,Affricate,DH,Fricative,O,Violate,-1
CHDHU,CH,Affricate,DH,Fricative,U,Violate,-1
CHSA,CH,Affricate,S,Fricative,A,Violate,-1
CHSE,CH,Affricate,S,Fricative,E,Violate,-1
CHSI,CH,Affricate,S,Fricative,I,Violate,-1
CHSO,CH,Affricate,S,Fricative,O,Violate,-1
CHSU,CH,Affricate,S,Fricative,U,Violate,-1
CHZA,CH,Affricate,Z,Fricative,A,Violate,-1
CHZE,CH,Affricate,Z,Fricative,E,Violate,-1
CHZI,CH,Affricate,Z,Fricative,I,Violate,-1
CHZO,CH,Affricate,Z,Fricative,O,Violate,-1
CHZU,CH,Affricate,Z,Fricative,U,Violate,-1
CHSHA,CH,Affricate,SH,Fricative,A,Violate,-1
CHSHE,CH,Affricate,SH,Fricative,E,Violate,-1
CHSHI,CH,Affricate,SH,Fricative,I,Violate,-1
CHSHO,CH,Affricate,SH,Fricative,O,Violate,-1
CHSHU,CH,Affricate,SH,Fricative,U,Violate,-1
CHZHA,CH,Affricate,ZH,Fricative,A,Violate,-1
CHZHE,CH,Affricate,ZH,Fricative,E,Violate,-1
CHZHI,CH,Affricate,ZH,Fricative,I,Violate,-1
CHZHO,CH,Affricate,ZH,Fricative,O,Violate,-1
CHZHU,CH,Affricate,ZH,Fricative,U,Violate,-1
CHHA,CH,Affricate,H,Fricative,A,Violate,-1
CHHE,CH,Affricate,H,Fricative,E,Violate,-1
CHHI,CH,Affricate,H,Fricative,I,Violate,-1
CHHO,CH,Affricate,H,Fricative,O,Violate,-1
CHHU,CH,Affricate,H,Fricative,U,Violate,-1
CHJHA,CH,Affricate,JH,Affricate,A,Violate,0
CHJHE,CH,Affricate,JH,Affricate,E,Violate,0
CHJHI,CH,Affricate,JH,Affricate,I,Violate,0
CHJHO,CH,Affricate,JH,Affricate,O,Violate,0
CHJHU,CH,Affricate,JH,Affricate,U,Violate,0
JHPA,JH,Affricate,P,Plosive,A,Violate,-2
JHPE,JH,Affricate,P,Plosive,E,Violate,-2
JHPI,JH,Affricate,P,Plosive,I,Violate,-2
JHPO,JH,Affricate,P,Plosive,O,Violate,-2
JHPU,JH,Affricate,P,Plosive,U,Violate,-2
JHBA,JH,Affricate,B,Plosive,A,Violate,-2
JHBE,JH,Affricate,B,Plosive,E,Violate,-2
JHBI,JH,Affricate,B,Plosive,I,Violate,-2
JHBO,JH,Affricate,B,Plosive,O,Violate,-2
JHBU,JH,Affricate,B,Plosive,U,Violate,-2
JHTA,JH,Affricate,T,Plosive,A,Violate,-2
JHTE,JH,Affricate,T,Plosive,E,Violate,-2
JHTI,JH,Affricate,T,Plosive,I,Violate,-2
JHTO,JH,Affricate,T,Plosive,O,Violate,-2
JHTU,JH,Affricate,T,Plosive,U,Violate,-2
JHDA,JH,Affricate,D,Plosive,A,Violate,-2
JHDE,JH,Affricate,D,Plosive,E,Violate,-2
JHDI,JH,Affricate,D,Plosive,I,Violate,-2
JHDO,JH,Affricate,D,Plosive,O,Violate,-2
JHDU,JH,Affricate,D,Plosive,U,Violate,-2
JHKA,JH,Affricate,K,Plosive,A,Violate,-2
JHKE,JH,Affricate,K,Plosive,E,Violate,-2
JHKI,JH,Affricate,K,Plosive,I,Violate,-2
JHKO,JH,Affricate,K,Plosive,O,Violate,-2
JHKU,JH,Affricate,K,Plosive,U,Violate,-2
JHGA,JH,Affricate,G,Plosive,A,Violate,-2
JHGE,JH,Affricate,G,Plosive,E,Violate,-2
JHGI,JH,Affricate,G,Plosive,I,Violate,-2
JHGO,JH,Affricate,G,Plosive,O,Violate,-2
JHGU,JH,Affricate,G,Plosive,U,Violate,-2
JHQA,JH,Affricate,Q,Plosive,A,Violate,-2
JHQE,JH,Affricate,Q,Plosive,E,Violate,-2
JHQI,JH,Affricate,Q,Plosive,I,Violate,-2
JHQO,JH,Affricate,Q,Plosive,O,Violate,-2
JHQU,JH,Affricate,Q,Plosive,U,Violate,-2
JHFA,JH,Affricate,F,Fricative,A,Violate,-1
JHFE,JH,Affricate,F,Fricative,E,Violate,-1
JHFI,JH,Affricate,F,Fricative,I,Violate,-1
JHFO,JH,Affricate,F,Fricative,O,Violate,-1
JHFU,JH,Affricate,F,Fricative,U,Violate,-1
JHVA,JH,Affricate,V,Fricative,A,Violate,-1
JHVE,JH,Affricate,V,Fricative,E,Violate,-1
JHVI,JH,Affricate,V,Fricative,I,Violate,-1
JHVO,JH,Affricate,V,Fricative,O,Violate,-1
JHVU,JH,Affricate,V,Fricative,U,Violate,-1
JHTHA,JH,Affricate,TH,Fricative,A,Violate,-1
JHTHE,JH,Affricate,TH,Fricative,E,Violate,-1
JHTHI,JH,Affricate,TH,Fricative,I,Violate,-1
JHTHO,JH,Affricate,TH,Fricative,O,Violate,-1
JHTHU,JH,Affricate,TH,Fricative,U,Violate,-1
JHDHA,JH,Affricate,DH,Fricative,A,Violate,-1
JHDHE,JH,Affricate,DH,Fricative,E,Violate,-1
JHDHI,JH,Affricate,DH,Fricative,I,Violate,-1
JHDHO,JH,Affricate,DH,Fricative,O,Violate,-1
JHDHU,JH,Affricate,DH,Fricative,U,Violate,-1
JHSA,JH,Affricate,S,Fricative,A,Violate,-1
JHSE,JH,Affricate,S,Fricative,E,Violate,-1
JHSI,JH,Affricate,S,Fricative,I,Violate,-1
JHSO,JH,Affricate,S,Fricative,O,Violate,-1
JHSU,JH,Affricate,S,Fricative,U,Violate,-1
JHZA,JH,Affricate,Z,Fricative,A,Violate,-1
JHZE,JH,Affricate,Z,Fricative,E,Violate,-1
JHZI,JH,Affricate,Z,Fricative,I,Violate,-1
JHZO,JH,Affricate,Z,Fricative,O,Violate,-1
JHZU,JH,Affricate,Z,Fricative,U,Violate,-1
JHSHA,JH,Affricate,SH,Fricative,A,Violate,-1
